DATE,COVID_DEATHS,DAILY_DELTA_DEATHS,DAILY_BASE_DEATHS,COVID_COUNT,DAILY_DELTA_CASES,DAILY_BASE_CASES,COVID_COUNT_CUMSUM,COVID_DEATHS_CUMSUM,COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE
2021-06-28,1,0,1,322,0,322,754540,13467,322
2021-06-29,4,0,4,264,0,264,754804,13471,264
2021-06-30,8,0,8,272,0,272,755076,13479,272
2021-07-01,9,0,9,293,0,293,755369,13488,293
2021-07-02,5,0,5,269,0,269,755638,13493,269
2021-07-03,3,0,3,194,0,194,755832,13496,194
2021-07-04,3,0,3,85,0,85,755917,13499,85
2021-07-05,5,0,5,312,0,312,756229,13504,312
2021-07-06,4,0,4,453,0,453,756682,13508,453
2021-07-07,6,0,6,406,0,406,757088,13514,406
2021-07-08,2,0,2,415,0,415,757503,13516,416
2021-07-09,4,0,4,392,0,392,757895,13520,391
2021-07-10,8,0,8,260,0,260,758155,13528,260
2021-07-11,3,0,3,260,0,260,758415,13531,260
2021-07-12,6,0,6,696,0,696,759111,13537,696
2021-07-13,2,0,2,545,0,545,759656,13539,545
2021-07-14,1,0,1,536,0,536,760192,13540,536
2021-07-15,4,0,4,585,0,585,760777,13544,585
2021-07-16,2,0,2,550,0,550,761327,13546,550
2021-07-17,5,0,5,374,0,374,761701,13551,374
2021-07-18,1,0,1,444,0,444,762145,13552,444
2021-07-19,0,0,0,866,0,866,763011,13552,866
2021-07-20,2,0,2,818,0,818,763829,13554,818
2021-07-21,6,0,6,851,0,851,764680,13560,851
2021-07-22,3,0,3,925,0,925,765605,13563,925
2021-07-23,5,0,5,799,0,799,766404,13568,799
2021-07-24,7,0,7,604,0,604,767008,13575,604
2021-07-25,5,0,5,715,0,715,767723,13580,715
2021-07-26,5,0,5,1394,0,1394,769117,13585,1394
2021-07-27,9,0,9,1206,0,1206,770323,13594,1206
2021-07-28,6,0,6,1358,0,1358,771681,13600,1359
2021-07-29,9,0,9,1362,0,1362,773043,13609,1361
2021-07-30,5,0,5,1260,0,1260,774303,13614,1260
2021-07-31,9,0,9,921,0,921,775224,13623,921
2021-08-01,9,0,9,981,0,981,776205,13632,981
2021-08-02,13,0,13,2156,0,2156,778361,13645,2156
2021-08-03,8,0,8,1955,0,1955,780316,13653,1955
2021-08-04,6,0,6,2002,0,2002,782318,13659,2002
2021-08-05,8,0,8,2205,0,2205,784523,13667,2205
2021-08-06,13,0,13,2095,0,2095,786618,13680,2095
2021-08-07,8,0,8,1434,0,1434,788052,13688,1434
2021-08-08,18,0,18,1355,0,1355,789407,13706,1355
2021-08-09,15,0,15,3260,0,3260,792667,13721,3260
2021-08-10,17,0,17,3019,0,3019,795686,13738,3020
2021-08-11,11,0,11,2809,0,2809,798495,13749,2808
2021-08-12,12,0,12,3071,0,3071,801566,13761,3071
2021-08-13,13,0,13,2733,0,2733,804299,13774,2734
2021-08-14,11,0,11,1769,0,1769,806068,13785,1768
2021-08-15,21,0,21,1617,0,1617,807685,13806,1617
2021-08-16,18,0,18,4549,0,4549,812234,13824,4549
2021-08-17,19,0,19,4050,0,4050,816284,13843,4050
2021-08-18,14,0,14,4123,0,4123,820407,13857,4124
2021-08-19,24,0,24,3993,0,3993,824400,13881,3992
2021-08-20,19,0,19,3788,0,3788,828188,13900,3788
2021-08-21,34,0,34,2316,0,2316,830504,13934,2316
2021-08-22,25,0,25,2040,0,2040,832544,13959,2040
2021-08-23,24,0,24,5663,0,5663,838207,13983,5663
2021-08-24,17,0,17,5167,0,5167,843374,14000,5167
2021-08-25,29,0,29,4774,0,4774,848148,14029,4774
2021-08-26,24,0,24,4756,0,4756,852904,14053,4756
2021-08-27,32,0,32,4455,0,4455,857359,14085,4455
2021-08-28,25,0,25,2571,0,2571,859930,14110,2571
2021-08-29,38,0,38,2098,0,2098,862028,14148,2099
2021-08-30,27,0,27,5944,0,5944,867972,14175,5943
2021-08-31,24,0,24,5159,0,5159,873131,14199,5159
2021-09-01,37,0,37,4996,0,4996,878127,14236,4996
2021-09-02,23,0,23,4492,0,4492,882619,14259,4493
2021-09-03,31,0,31,4326,0,4326,886945,14290,4326
2021-09-04,22,0,22,2509,0,2509,889454,14312,2508
2021-09-05,37,0,37,2111,0,2111,891565,14349,2111
2021-09-06,42,0,42,1775,0,1775,893340,14391,1776
2021-09-07,39,0,39,6668,0,6668,900008,14430,6667
2021-09-08,33,0,33,5244,0,5244,905252,14463,5244
2021-09-09,38,0,38,4707,0,4707,909959,14501,4708
2021-09-10,49,0,49,4109,0,4109,914068,14550,4108
2021-09-11,38,0,38,2447,0,2447,916515,14588,2448
2021-09-12,41,0,41,2039,0,2039,918554,14629,2039
2021-09-13,44,0,44,4972,0,4972,923526,14673,4971
2021-09-14,51,0,51,4396,0,4396,927922,14724,4396
2021-09-15,50,0,50,3785,0,3785,931707,14774,3786
2021-09-16,35,0,35,3533,0,3533,935240,14809,3532
2021-09-17,49,0,49,3394,0,3394,938634,14858,3394
2021-09-18,31,0,31,1964,0,1964,940598,14889,1964
2021-09-19,39,0,39,1557,0,1557,942155,14928,1557
2021-09-20,39,0,39,4162,0,4162,946317,14967,4162
2021-09-21,41,0,41,3431,0,3431,949748,15008,3431
2021-09-22,40,0,40,3064,0,3064,952812,15048,3064
2021-09-23,49,0,49,2869,0,2869,955681,15097,2869
2021-09-24,48,0,48,2540,0,2540,958221,15145,2540
2021-09-25,42,0,42,1554,0,1554,959775,15187,1554
2021-09-26,43,0,43,1388,0,1388,961163,15230,1388
2021-09-27,46,0,46,3828,0,3828,964991,15276,3828
2021-09-28,44,0,44,3001,0,3001,967992,15320,3001
2021-09-29,32,0,32,2936,0,2936,970928,15352,2936
2021-09-30,35,0,35,2697,0,2697,973625,15387,2697
2021-10-01,40,0,40,2454,0,2454,976079,15427,2454
2021-10-02,30,0,30,1460,0,1460,977539,15457,1460
2021-10-03,49,0,49,1294,0,1294,978833,15506,1294
2021-10-04,42,0,42,3293,0,3293,982126,15548,3293
2021-10-05,36,0,36,2741,0,2741,984867,15584,2741
2021-10-06,35,0,35,2570,0,2570,987437,15619,2570
2021-10-07,30,0,30,2362,0,2362,989799,15649,2363
2021-10-08,28,0,28,2086,0,2086,991885,15677,2085
2021-10-09,28,0,28,1263,0,1263,993148,15705,1263
2021-10-10,32,0,32,1069,0,1069,994217,15737,1069
2021-10-11,32,0,32,2741,0,2741,996958,15769,2743
2021-10-12,36,0,36,2374,0,2374,999332,15805,2372
2021-10-13,26,0,26,2047,0,2047,1001379,15831,2047
2021-10-14,38,0,38,1871,0,1871,1003250,15869,1871
2021-10-15,29,0,29,1648,0,1648,1004898,15898,1648
2021-10-16,31,0,31,1016,0,1016,1005914,15929,1016
2021-10-17,27,0,27,858,0,858,1006772,15956,858
2021-10-18,28,0,28,2257,0,2257,1009029,15984,2257
2021-10-19,34,0,34,1936,0,1936,1010965,16018,1936
2021-10-20,33,0,33,1853,0,1853,1012818,16051,1853
2021-10-21,28,0,28,1645,0,1645,1014463,16079,1645
2021-10-22,34,0,34,1463,0,1463,1015926,16113,1463
2021-10-23,26,0,26,961,0,961,1016887,16139,961
2021-10-24,29,0,29,858,0,858,1017745,16168,858
2021-10-25,22,0,22,2246,0,2246,1019991,16190,2246
2021-10-26,33,0,33,2009,0,2009,1022000,16223,2009
2021-10-27,24,0,24,1882,0,1882,1023882,16247,1882
2021-10-28,24,0,24,1715,0,1715,1025597,16271,1715
2021-10-29,24,0,24,1767,0,1767,1027364,16295,1767
2021-10-30,26,0,26,1094,0,1094,1028458,16321,1094
2021-10-31,24,0,24,839,0,839,1029297,16345,839
2021-11-01,26,0,26,2522,0,2522,1031819,16371,2522
2021-11-02,26,0,26,2181,0,2181,1034000,16397,2181
2021-11-03,25,0,25,2185,0,2185,1036185,16422,2185
2021-11-04,18,0,18,2161,0,2161,1038346,16440,2161
2021-11-05,28,0,28,2114,0,2114,1040460,16468,2114
2021-11-06,32,0,32,1312,0,1312,1041772,16500,1312
2021-11-07,25,0,25,1252,0,1252,1043024,16525,1252
2021-11-08,23,0,23,3392,0,3392,1046416,16548,3392
2021-11-09,23,0,23,2934,0,2934,1049350,16571,2935
2021-11-10,26,0,26,2946,0,2946,1052296,16597,2945
2021-11-11,33,0,33,2686,0,2686,1054982,16630,2686
2021-11-12,29,0,29,2882,0,2882,1057864,16659,2882
2021-11-13,23,0,23,1683,0,1683,1059547,16682,1683
2021-11-14,25,0,25,1546,0,1546,1061093,16707,1546
2021-11-15,30,0,30,4160,0,4160,1065253,16737,4160
2021-11-16,31,0,31,3586,0,3586,1068839,16768,3586
2021-11-17,23,0,23,3839,0,3839,1072678,16791,3839
2021-11-18,30,0,30,3610,0,3610,1076288,16821,3610
2021-11-19,35,0,35,3377,0,3377,1079665,16856,3377
2021-11-20,22,0,22,2089,0,2089,1081754,16878,2089
2021-11-21,31,0,31,1876,0,1876,1083630,16909,1876
2021-11-22,27,0,27,4575,0,4575,1088205,16936,4575
2021-11-23,23,0,23,4004,0,4004,1092209,16959,4004
2021-11-24,39,0,39,3596,0,3596,1095805,16998,3596
2021-11-25,37,0,37,689,0,689,1096494,17035,689
2021-11-26,30,0,30,3115,0,3115,1099609,17065,3115
2021-11-27,49,0,49,2512,0,2512,1102121,17114,2512
2021-11-28,36,0,36,2413,0,2413,1104534,17150,2413
2021-11-29,37,0,37,7049,0,7049,1111583,17187,7049
2021-11-30,34,0,34,5896,0,5896,1117479,17221,5896
2021-12-01,45,0,45,5746,0,5746,1123225,17266,5746
2021-12-02,39,0,39,5453,0,5453,1128678,17305,5453
2021-12-03,48,0,48,4836,0,4836,1133514,17353,4836
2021-12-04,34,0,34,2927,0,2927,1136441,17387,2928
2021-12-05,46,0,46,2300,0,2300,1138741,17433,2299
2021-12-06,49,0,49,6461,0,6461,1145202,17482,6461
2021-12-07,56,0,56,5462,0,5462,1150664,17538,5462
2021-12-08,49,0,49,5289,0,5289,1155953,17587,5289
2021-12-09,61,0,61,4893,0,4893,1160846,17648,4893
2021-12-10,51,0,51,4374,0,4374,1165220,17699,4374
2021-12-11,52,0,52,2533,0,2533,1167753,17751,2533
2021-12-12,43,0,43,2209,0,2209,1169962,17794,2209
2021-12-13,44,0,44,6087,0,6087,1176049,17838,6087
2021-12-14,69,0,69,5323,0,5323,1181372,17907,5323
2021-12-15,61,0,61,4979,0,4979,1186351,17968,4979
2021-12-16,64,0,64,4793,0,4793,1191144,18032,4793
2021-12-17,55,0,55,4269,0,4269,1195413,18087,4270
2021-12-18,58,0,58,2657,0,2657,1198070,18145,2656
2021-12-19,65,0,65,2209,0,2209,1200279,18210,2209
2021-12-20,49,0,49,6059,0,6059,1206338,18259,6059
2021-12-21,70,0,70,5910,0,5910,1212248,18329,5910
2021-12-22,69,0,69,6472,0,6472,1218720,18398,6473
2021-12-23,63,0,63,6062,0,6062,1224782,18461,6061
2021-12-24,55,0,55,3039,0,3039,1227821,18516,3039
2021-12-25,66,0,66,1406,0,1406,1229227,18582,1407
2021-12-26,57,0,57,3938,0,3938,1233165,18639,3937
2021-12-27,66,0,66,11739,0,11739,1244904,18705,11740
2021-12-28,59,0,59,12683,0,12683,1257587,18764,12682
2021-12-29,76,0,76,13160,0,13160,1270747,18840,13160
2021-12-30,68,0,68,11995,0,11995,1282742,18908,11995
2021-12-31,63,0,63,6197,0,6197,1288939,18971,6197
2022-01-01,57,0,57,3053,0,3053,1291992,19028,3053
2022-01-02,56,0,56,5756,0,5756,1297748,19084,5756
2022-01-03,73,0,73,16466,0,16466,1314214,19157,16468
2022-01-04,59,0,59,18570,0,18570,1332784,19216,18568
2022-01-05,51,0,51,17544,0,17544,1350328,19267,17545
2022-01-06,59,0,59,15941,0,15941,1366269,19326,15942
2022-01-07,69,0,69,13853,0,13853,1380122,19395,13853
2022-01-08,71,0,71,8195,0,8195,1388317,19466,8193
2022-01-09,67,0,67,6115,0,6115,1394432,19533,6115
2022-01-10,70,0,70,18998,0,18998,1413430,19603,19000
2022-01-11,84,0,84,18524,0,18524,1431954,19687,18523
2022-01-12,81,0,81,18213,0,18213,1450167,19768,18212
2022-01-13,85,0,85,17209,0,17209,1467376,19853,17209
2022-01-14,76,0,76,15080,0,15080,1482456,19929,15080
2022-01-15,74,0,74,7767,0,7767,1490223,20003,7768
2022-01-16,82,0,82,5702,0,5702,1495925,20085,5701
2022-01-17,73,0,73,14921,0,14921,1510846,20158,14921
2022-01-18,66,0,66,18038,0,18038,1528884,20224,18038
2022-01-19,86,0,86,17257,0,17257,1546141,20310,17257
2022-01-20,76,0,76,14831,0,14831,1560972,20386,14831
2022-01-21,82,0,82,12665,0,12665,1573637,20468,12665
2022-01-22,52,0,52,5972,0,5972,1579609,20520,5972
2022-01-23,73,0,73,4103,0,4103,1583712,20593,4103
2022-01-24,68,0,68,12591,0,12591,1596303,20661,12591
2022-01-25,57,0,57,10867,0,10867,1607170,20718,10867
2022-01-26,62,0,62,9733,0,9733,1616903,20780,9735
2022-01-27,72,0,72,8739,0,8739,1625642,20852,8737
2022-01-28,62,0,62,6654,0,6654,1632296,20914,6654
2022-01-29,78,0,78,3373,0,3373,1635669,20992,3374
2022-01-30,65,0,65,2678,0,2678,1638347,21057,2677
2022-01-31,57,0,57,7264,0,7264,1645611,21114,7266
2022-02-01,53,0,53,5517,0,5517,1651128,21167,5515
2022-02-02,58,0,58,3448,0,3448,1654576,21225,3448
2022-02-03,53,0,53,1093,0,1093,1655669,21278,1093
2022-02-04,54,0,54,2178,0,2178,1657847,21332,2178
2022-02-05,65,0,65,2020,0,2020,1659867,21397,2020
2022-02-06,41,0,41,1558,0,1558,1661425,21438,1558
2022-02-07,43,0,43,3803,0,3803,1665228,21481,3803
2022-02-08,56,0,56,2512,0,2512,1667740,21537,2512
2022-02-09,52,0,52,2231,0,2231,1669971,21589,2232
2022-02-10,46,0,46,1926,0,1926,1671897,21635,1925
2022-02-11,40,0,40,1560,0,1560,1673457,21675,1560
2022-02-12,54,0,54,784,0,784,1674241,21729,784
2022-02-13,57,0,57,646,0,646,1674887,21786,646
2022-02-14,43,0,43,1589,0,1589,1676476,21829,1589
2022-02-15,43,0,43,1290,0,1290,1677766,21872,1291
2022-02-16,33,0,33,1323,0,1323,1679089,21905,1322
2022-02-17,49,0,49,1005,0,1005,1680094,21954,1005
2022-02-18,37,0,37,818,0,818,1680912,21991,818
2022-02-19,36,0,36,474,0,474,1681386,22027,474
2022-02-20,28,0,28,429,0,429,1681815,22055,429
2022-02-21,29,0,29,934,0,934,1682749,22084,934
2022-02-22,35,0,35,790,0,790,1683539,22119,790
2022-02-23,25,0,25,685,0,685,1684224,22144,685
2022-02-24,21,0,21,618,0,618,1684842,22165,618
2022-02-25,29,0,29,566,0,566,1685408,22194,566
2022-02-26,15,0,15,275,0,275,1685683,22209,275
2022-02-27,20,0,20,211,0,211,1685894,22229,211
2022-02-28,21,0,21,509,0,509,1686403,22250,509
2022-03-01,23,0,23,429,0,429,1686832,22273,429
2022-03-02,18,0,18,401,0,401,1687233,22291,401
2022-03-03,16,0,16,411,0,411,1687644,22307,411
2022-03-04,20,0,20,349,0,349,1687993,22327,349
2022-03-05,10,0,10,195,0,195,1688188,22337,195
2022-03-06,18,0,18,168,0,168,1688356,22355,168
2022-03-07,12,0,12,428,0,428,1688784,22367,428
2022-03-08,16,0,16,325,0,325,1689109,22383,325
2022-03-09,19,0,19,277,0,277,1689386,22402,277
2022-03-10,20,0,20,294,0,294,1689680,22422,294
2022-03-11,13,0,13,239,0,239,1689919,22435,239
2022-03-12,16,0,16,136,0,136,1690055,22451,136
2022-03-13,14,0,14,124,0,124,1690179,22465,124
2022-03-14,8,0,8,300,0,300,1690479,22473,300
2022-03-15,10,0,10,256,0,256,1690735,22483,256
2022-03-16,8,0,8,236,0,236,1690971,22491,236
2022-03-17,7,0,7,202,0,202,1691173,22498,202
2022-03-18,8,0,8,224,0,224,1691397,22506,224
2022-03-19,8,0,8,151,0,151,1691548,22514,151
2022-03-20,10,0,10,118,0,118,1691666,22524,118
2022-03-21,6,0,6,271,0,271,1691937,22530,271
2022-03-22,11,0,11,219,0,219,1692156,22541,219
2022-03-23,5,0,5,209,0,209,1692365,22546,209
2022-03-24,6,0,6,239,0,239,1692604,22552,239
2022-03-25,10,0,10,203,0,203,1692807,22562,203
2022-03-26,6,0,6,130,0,130,1692937,22568,130
2022-03-27,5,0,5,123,0,123,1693060,22573,123
2022-03-28,4,0,4,216,0,216,1693276,22577,216
2022-03-29,5,0,5,206,0,206,1693482,22582,206
2022-03-30,11,NULL,NULL,222,NULL,NULL,1693704,22593,222
2022-03-31,7,NULL,NULL,188,NULL,NULL,1693892,22600,188
2022-04-01,2,NULL,NULL,187,NULL,NULL,1694079,22602,187
2022-04-02,5,NULL,NULL,128,NULL,NULL,1694207,22607,128
2022-04-03,2,NULL,NULL,115,NULL,NULL,1694322,22609,115
2022-04-04,4,NULL,NULL,257,NULL,NULL,1694579,22613,257
2022-04-05,5,NULL,NULL,238,NULL,NULL,1694817,22618,238
2022-04-06,2,NULL,NULL,251,NULL,NULL,1695068,22620,251
2022-04-07,4,NULL,NULL,221,NULL,NULL,1695289,22624,221
2022-04-08,4,NULL,NULL,189,NULL,NULL,1695478,22628,189
2022-04-09,4,NULL,NULL,122,NULL,NULL,1695600,22632,122
2022-04-10,7,NULL,NULL,167,NULL,NULL,1695767,22639,167
2022-04-11,3,NULL,NULL,353,NULL,NULL,1696120,22642,353
2022-04-12,4,NULL,NULL,360,NULL,NULL,1696480,22646,360
2022-04-13,6,NULL,NULL,362,NULL,NULL,1696842,22652,362
2022-04-14,0,NULL,NULL,379,NULL,NULL,1697221,22652,379
2022-04-15,2,NULL,NULL,333,NULL,NULL,1697554,22654,333
2022-04-16,3,NULL,NULL,264,NULL,NULL,1697818,22657,264
2022-04-17,0,NULL,NULL,180,NULL,NULL,1697998,22657,180
2022-04-18,2,NULL,NULL,554,NULL,NULL,1698552,22659,554
2022-04-19,6,NULL,NULL,487,NULL,NULL,1699039,22665,487
2022-04-20,7,NULL,NULL,551,NULL,NULL,1699590,22672,551
2022-04-21,7,NULL,NULL,612,NULL,NULL,1700202,22679,612
2022-04-22,2,NULL,NULL,504,NULL,NULL,1700706,22681,504
2022-04-23,5,NULL,NULL,394,NULL,NULL,1701100,22686,394
2022-04-24,1,NULL,NULL,356,NULL,NULL,1701456,22687,356
2022-04-25,4,NULL,NULL,769,NULL,NULL,1702225,22691,769
2022-04-26,6,NULL,NULL,727,NULL,NULL,1702952,22697,728
2022-04-27,4,NULL,NULL,776,NULL,NULL,1703728,22701,775
2022-04-28,7,NULL,NULL,645,NULL,NULL,1704373,22708,645
2022-04-29,1,NULL,NULL,641,NULL,NULL,1705014,22709,641
2022-04-30,5,NULL,NULL,469,NULL,NULL,1705483,22714,469
2022-05-01,3,NULL,NULL,444,NULL,NULL,1705927,22717,444
2022-05-02,6,NULL,NULL,972,NULL,NULL,1706899,22723,972
2022-05-03,1,NULL,NULL,1004,NULL,NULL,1707903,22724,1004
2022-05-04,5,NULL,NULL,951,NULL,NULL,1708854,22729,951
2022-05-05,1,NULL,NULL,1054,NULL,NULL,1709908,22730,1054
2022-05-06,3,NULL,NULL,983,NULL,NULL,1710891,22733,983
2022-05-07,1,NULL,NULL,625,NULL,NULL,1711516,22734,625
2022-05-08,4,NULL,NULL,599,NULL,NULL,1712115,22738,599
2022-05-09,5,NULL,NULL,1404,NULL,NULL,1713519,22743,1404
2022-05-10,2,NULL,NULL,1283,NULL,NULL,1714802,22745,1283
2022-05-11,6,NULL,NULL,1319,NULL,NULL,1716121,22751,1319
2022-05-12,6,NULL,NULL,1304,NULL,NULL,1717425,22757,1304
2022-05-13,4,NULL,NULL,1096,NULL,NULL,1718521,22761,1096
2022-05-14,4,NULL,NULL,691,NULL,NULL,1719212,22765,691
2022-05-15,4,NULL,NULL,712,NULL,NULL,1719924,22769,712
2022-05-16,6,NULL,NULL,1522,NULL,NULL,1721446,22775,1522
2022-05-17,3,NULL,NULL,1513,NULL,NULL,1722959,22778,1513
2022-05-18,5,NULL,NULL,1388,NULL,NULL,1724347,22783,1389
2022-05-19,2,NULL,NULL,1368,NULL,NULL,1725715,22785,1367
2022-05-20,5,NULL,NULL,1244,NULL,NULL,1726959,22790,1244
2022-05-21,3,NULL,NULL,809,NULL,NULL,1727768,22793,809
2022-05-22,2,NULL,NULL,844,NULL,NULL,1728612,22795,844
2022-05-23,5,NULL,NULL,1625,NULL,NULL,1730237,22800,1625
2022-05-24,4,NULL,NULL,1419,NULL,NULL,1731656,22804,1419
2022-05-25,8,NULL,NULL,1281,NULL,NULL,1732937,22812,1281
2022-05-26,3,NULL,NULL,1450,NULL,NULL,1734387,22815,1450
2022-05-27,2,NULL,NULL,1256,NULL,NULL,1735643,22817,1256
2022-05-28,5,NULL,NULL,836,NULL,NULL,1736479,22822,836
2022-05-29,5,NULL,NULL,752,NULL,NULL,1737231,22827,752
2022-05-30,4,NULL,NULL,662,NULL,NULL,1737893,22831,662
2022-05-31,2,NULL,NULL,2054,NULL,NULL,1739947,22833,2054
2022-06-01,6,NULL,NULL,1646,NULL,NULL,1741593,22839,1646
2022-06-02,8,NULL,NULL,1447,NULL,NULL,1743040,22847,1447
2022-06-03,2,NULL,NULL,1187,NULL,NULL,1744227,22849,1187
2022-06-04,4,NULL,NULL,764,NULL,NULL,1744991,22853,764
2022-06-05,4,NULL,NULL,848,NULL,NULL,1745839,22857,848
2022-06-06,4,NULL,NULL,1635,NULL,NULL,1747474,22861,1635
2022-06-07,5,NULL,NULL,1481,NULL,NULL,1748955,22866,1481
2022-06-08,7,NULL,NULL,1448,NULL,NULL,1750403,22873,1448
2022-06-09,9,NULL,NULL,1291,NULL,NULL,1751694,22882,1291
2022-06-10,6,NULL,NULL,1211,NULL,NULL,1752905,22888,1211
2022-06-11,2,NULL,NULL,751,NULL,NULL,1753656,22890,751
2022-06-12,3,NULL,NULL,773,NULL,NULL,1754429,22893,773
2022-06-13,3,NULL,NULL,1496,NULL,NULL,1755925,22896,1496
2022-06-14,1,NULL,NULL,1448,NULL,NULL,1757373,22897,1448
2022-06-15,7,NULL,NULL,1481,NULL,NULL,1758854,22904,1481
2022-06-16,8,NULL,NULL,1345,NULL,NULL,1760199,22912,1345
2022-06-17,3,NULL,NULL,1232,NULL,NULL,1761431,22915,1232
2022-06-18,4,NULL,NULL,795,NULL,NULL,1762226,22919,795
2022-06-19,7,NULL,NULL,780,NULL,NULL,1763006,22926,780
2022-06-20,5,NULL,NULL,1730,NULL,NULL,1764736,22931,1730
2022-06-21,8,NULL,NULL,1550,NULL,NULL,1766286,22939,1550
2022-06-22,4,NULL,NULL,1696,NULL,NULL,1767982,22943,1696
2022-06-23,2,NULL,NULL,1468,NULL,NULL,1769450,22945,1468
2022-06-24,5,NULL,NULL,1420,NULL,NULL,1770870,22950,1420
2022-06-25,8,NULL,NULL,989,NULL,NULL,1771859,22958,989
2022-06-26,4,NULL,NULL,932,NULL,NULL,1772791,22962,932
2022-06-27,8,NULL,NULL,2069,NULL,NULL,1774860,22970,2071
2022-06-28,9,NULL,NULL,1768,NULL,NULL,1776628,22979,1766
2022-06-29,9,NULL,NULL,1849,NULL,NULL,1778477,22988,1849
2022-06-30,6,NULL,NULL,1736,NULL,NULL,1780213,22994,1736
2022-07-01,5,NULL,NULL,1552,NULL,NULL,1781765,22999,1552
2022-07-02,7,NULL,NULL,1018,NULL,NULL,1782783,23006,1018
2022-07-03,1,NULL,NULL,1042,NULL,NULL,1783825,23007,1042
2022-07-04,7,NULL,NULL,750,NULL,NULL,1784575,23014,752
2022-07-05,3,NULL,NULL,2595,NULL,NULL,1787170,23017,2593
2022-07-06,7,NULL,NULL,2163,NULL,NULL,1789333,23024,2163
2022-07-07,11,NULL,NULL,2097,NULL,NULL,1791430,23035,2097
2022-07-08,5,NULL,NULL,1955,NULL,NULL,1793385,23040,1955
2022-07-09,6,NULL,NULL,1283,NULL,NULL,1794668,23046,1283
2022-07-10,6,NULL,NULL,1121,NULL,NULL,1795789,23052,1121
2022-07-11,10,NULL,NULL,2069,NULL,NULL,1797858,23062,2069
2022-07-12,4,NULL,NULL,2372,NULL,NULL,1800230,23066,2372
2022-07-13,13,NULL,NULL,2288,NULL,NULL,1802518,23079,2288
2022-07-14,10,NULL,NULL,2057,NULL,NULL,1804575,23089,2057
2022-07-15,7,NULL,NULL,1876,NULL,NULL,1806451,23096,1876
2022-07-16,6,NULL,NULL,1338,NULL,NULL,1807789,23102,1339
2022-07-17,10,NULL,NULL,1375,NULL,NULL,1809164,23112,1374
2022-07-18,14,NULL,NULL,2909,NULL,NULL,1812073,23126,2909
2022-07-19,6,NULL,NULL,2677,NULL,NULL,1814750,23132,2677
2022-07-20,6,NULL,NULL,2529,NULL,NULL,1817279,23138,2529
2022-07-21,9,NULL,NULL,2378,NULL,NULL,1819657,23147,2378
2022-07-22,11,NULL,NULL,2037,NULL,NULL,1821694,23158,2037
2022-07-23,6,NULL,NULL,1427,NULL,NULL,1823121,23164,1427
2022-07-24,5,NULL,NULL,1452,NULL,NULL,1824573,23169,1452
2022-07-25,9,NULL,NULL,3111,NULL,NULL,1827684,23178,3111
2022-07-26,10,NULL,NULL,2688,NULL,NULL,1830372,23188,2688
2022-07-27,8,NULL,NULL,1926,NULL,NULL,1832298,23196,1926
2022-07-28,6,NULL,NULL,2252,NULL,NULL,1834550,23202,2252
2022-07-29,5,NULL,NULL,2087,NULL,NULL,1836637,23207,2087
2022-07-30,10,NULL,NULL,1399,NULL,NULL,1838036,23217,1399
2022-07-31,17,NULL,NULL,1466,NULL,NULL,1839502,23234,1466
2022-08-01,10,NULL,NULL,2989,NULL,NULL,1842491,23244,2989
2022-08-02,12,NULL,NULL,2573,NULL,NULL,1845064,23256,2573
2022-08-03,8,NULL,NULL,2511,NULL,NULL,1847575,23264,2511
2022-08-04,12,NULL,NULL,2205,NULL,NULL,1849780,23276,2205
2022-08-05,11,NULL,NULL,2122,NULL,NULL,1851902,23287,2122
2022-08-06,8,NULL,NULL,1397,NULL,NULL,1853299,23295,1397
2022-08-07,7,NULL,NULL,1320,NULL,NULL,1854619,23302,1320
2022-08-08,10,NULL,NULL,3020,NULL,NULL,1857639,23312,3020
2022-08-09,12,NULL,NULL,2552,NULL,NULL,1860191,23324,2553
2022-08-10,8,NULL,NULL,2415,NULL,NULL,1862606,23332,2414
2022-08-11,4,NULL,NULL,2262,NULL,NULL,1864868,23336,2262
2022-08-12,9,NULL,NULL,1795,NULL,NULL,1866663,23345,1795
2022-08-13,6,NULL,NULL,1224,NULL,NULL,1867887,23351,1224
2022-08-14,15,NULL,NULL,1361,NULL,NULL,1869248,23366,1361
2022-08-15,5,NULL,NULL,2776,NULL,NULL,1872024,23371,2777
2022-08-16,10,NULL,NULL,2648,NULL,NULL,1874672,23381,2647
2022-08-17,7,NULL,NULL,2656,NULL,NULL,1877328,23388,2656
2022-08-18,10,NULL,NULL,2231,NULL,NULL,1879559,23398,2231
2022-08-19,11,NULL,NULL,2069,NULL,NULL,1881628,23409,2069
2022-08-20,17,NULL,NULL,1215,NULL,NULL,1882843,23426,1215
2022-08-21,7,NULL,NULL,1432,NULL,NULL,1884275,23433,1433
2022-08-22,12,NULL,NULL,3034,NULL,NULL,1887309,23445,3033
2022-08-23,13,NULL,NULL,2536,NULL,NULL,1889845,23458,2536
2022-08-24,10,NULL,NULL,2314,NULL,NULL,1892159,23468,2314
2022-08-25,9,NULL,NULL,2048,NULL,NULL,1894207,23477,2048
2022-08-26,9,NULL,NULL,1865,NULL,NULL,1896072,23486,1865
2022-08-27,7,NULL,NULL,1128,NULL,NULL,1897200,23493,1128
2022-08-28,12,NULL,NULL,1065,NULL,NULL,1898265,23505,1065
